"Title","Writer","Score","Reviewcount","Novel","Genre","n"
"좁은문","앙드레 지드",0,0,"프랑스소설","X",4
"좁은문","앙드레 지드",8,18,"프랑스소설","X",4
"좁은문","앙드레 지드",9,2,"프랑스소설","X",4
"좁은문","앙드레 지드",9,1,"프랑스소설","X",4
"죄와 벌","도스토예프스키",7,18,"러시아소설","X",9
"죄와 벌","도스토예프스키",0,0,"러시아소설","X",9
"죄와 벌","도스토예프스키",0,0,"러시아소설","X",9
"죄와 벌","도스토예프스키",0,0,"러시아소설","X",9
"죄와 벌","도스토예프스키",8,1,"러시아소설","X",9
"죄와 벌","도스토예프스키",8,6,"러시아소설","X",9
"죄와 벌","도스토예프스키",7,4,"러시아소설","X",9
"죄와 벌","도스토예프스키",0,0,"러시아소설","X",9
"죄와 벌","도스토예프스키",6,2,"러시아소설","X",9
"주홍 글자","나다니엘 호손",8,19,"영미소설","X",5
"주홍 글자","나다니엘 호손",9,1,"영미소설","X",5
"주홍 글자","나다니엘 호손",10,1,"영미소설","X",5
"주홍 글자","나다니엘 호손",8,42,"영미소설","X",5
"주홍 글자","나다니엘 호손",0,0,"영미소설","X",5
"주홍색 연구","아서 코난 도일",0,0,"x","추리",12
"주홍색 연구","아서 코난 도일",0,0,"x","추리",12
"주홍색 연구","아서 코난 도일",0,0,"x","추리",12
"주홍색 연구","아서 코난 도일",8,1,"x","추리",12
"주홍색 연구","아서 코난 도일",0,0,"x","추리",12
"주홍색 연구","아서 코난 도일",0,0,"영미소설","X",12
"주홍색 연구","아서 코난 도일",0,0,"영미소설","X",12
"주홍색 연구","아서 코난 도일",0,0,"영미소설","X",12
"주홍색 연구","아서 코난 도일",9,1,"영미소설","X",12
"주홍색 연구","아서 코난 도일",0,0,"영미소설","X",12
"주홍색 연구","아서 코난 도일",0,0,"영미소설","X",12
"주홍색 연구","아서 코난 도일",8,1,"영미소설","X",12
"죽음과의 약속","애거사 크리스티",0,0,"x","추리",7
"죽음과의 약속","애거사 크리스티",8,2,"x","추리",7
"죽음과의 약속","애거사 크리스티",0,0,"x","추리",7
"죽음과의 약속","애거사 크리스티",6,12,"x","추리",7
"죽음과의 약속","애거사 크리스티",0,0,"x","공포",7
"죽음과의 약속","애거사 크리스티",6,12,"x","공포",7
"죽음과의 약속","애거사 크리스티",8,2,"영미소설","X",7
"쥐덫","애거사 크리스티",7,11,"x","추리",8
"쥐덫","애거사 크리스티",8,7,"x","추리",8
"쥐덫","애거사 크리스티",0,0,"x","추리",8
"쥐덫","애거사 크리스티",7,18,"x","추리",8
"쥐덫","애거사 크리스티",7,11,"x","공포",8
"쥐덫","애거사 크리스티",0,0,"x","공포",8
"쥐덫","애거사 크리스티",7,18,"x","공포",8
"쥐덫","애거사 크리스티",8,7,"영미소설","X",8
"지와 사랑","헤르만 헤세",0,0,"독일소설","X",4
"지와 사랑","헤르만 헤세",6,1,"독일소설","X",4
"지와 사랑","헤르만 헤세",0,0,"독일소설","X",4
"지와 사랑","헤르만 헤세",7,2,"독일소설","X",4
"지킬 박사와 하이드 씨","로버트 루이스 스티븐슨",0,0,"x","추리",6
"지킬 박사와 하이드 씨","로버트 루이스 스티븐슨",8,4,"영미소설","X",6
"지킬 박사와 하이드 씨","로버트 루이스 스티븐슨",0,0,"영미소설","X",6
"지킬 박사와 하이드 씨","로버트 루이스 스티븐슨",0,0,"영미소설","X",6
"지킬 박사와 하이드 씨","로버트 루이스 스티븐슨",0,0,"영미소설","X",6
"지킬 박사와 하이드 씨","로버트 루이스 스티븐슨",0,0,"영미소설","X",6
"지킬 박사와 하이드","로버트 루이스 스티븐슨",8,27,"영미소설","X",4
"지킬 박사와 하이드","로버트 루이스 스티븐슨",0,0,"영미소설","X",4
"지킬 박사와 하이드","로버트 루이스 스티븐슨",0,0,"영미소설","X",4
"지킬 박사와 하이드","로버트 루이스 스티븐슨",8,27,"영미소설","X",4
"지하로부터의 수기","도스토예프스키",8,6,"러시아소설","X",4
"지하로부터의 수기","도스토예프스키",8,7,"러시아소설","X",4
"지하로부터의 수기","도스토예프스키",8,5,"러시아소설","X",4
"지하로부터의 수기","도스토예프스키",0,0,"러시아소설","X",4
"차라투스트라는 이렇게 말했다","프리드리히 니체",8,16,"독일소설","X",6
"차라투스트라는 이렇게 말했다","프리드리히 니체",10,2,"독일소설","X",6
"차라투스트라는 이렇게 말했다","프리드리히 니체",0,0,"독일소설","X",6
"차라투스트라는 이렇게 말했다","프리드리히 니체",0,0,"독일소설","X",6
"차라투스트라는 이렇게 말했다","프리드리히 니체",8,43,"독일소설","X",6
"차라투스트라는 이렇게 말했다","프리드리히 니체",8,16,"기타 국가의 소설","X",6
"첫사랑","이반 투르게네프",8,32,"러시아소설","X",5
"첫사랑","이반 투르게네프",0,0,"러시아소설","X",5
"첫사랑","이반 투르게네프",0,0,"러시아소설","X",5
"첫사랑","이반 투르게네프",0,0,"러시아소설","X",5
"첫사랑","이반 투르게네프",0,0,"러시아소설","X",5
"첫사랑","투르게네프",0,0,"러시아소설","X",6
"첫사랑","투르게네프",0,0,"러시아소설","X",6
"첫사랑","투르게네프",10,1,"러시아소설","X",6
"첫사랑","투르게네프",8,1,"러시아소설","X",6
"첫사랑","투르게네프",7,3,"러시아소설","X",6
"첫사랑","투르게네프",7,3,"기타 국가의 소설","X",6
"축제","이청준",0,0,"한국소설","X",4
"축제","이청준",0,0,"한국소설","X",4
"축제","이청준",0,0,"작가 선집","X",4
"축제","이청준",0,0,"작가 선집","X",4
"침니스의 비밀","애거사 크리스티",8,3,"x","추리",4
"침니스의 비밀","애거사 크리스티",7,4,"x","추리",4
"침니스의 비밀","애거사 크리스티",7,4,"x","공포",4
"침니스의 비밀","애거사 크리스티",8,3,"영미소설","X",4
"커튼","애거사 크리스티",0,0,"x","추리",5
"커튼","애거사 크리스티",8,4,"x","추리",5
"커튼","애거사 크리스티",7,17,"x","추리",5
"커튼","애거사 크리스티",8,4,"x","공포",5
"커튼","애거사 크리스티",7,17,"x","공포",5
"크리스마스 살인","애거사 크리스티",7,1,"x","추리",4
"크리스마스 살인","애거사 크리스티",7,7,"x","추리",4
"크리스마스 살인","애거사 크리스티",7,7,"x","공포",4
"크리스마스 살인","애거사 크리스티",7,1,"영미소설","X",4
"크리스마스 캐럴","찰스 디킨스",10,1,"영미소설","X",8
"크리스마스 캐럴","찰스 디킨스",10,2,"영미소설","X",8
"크리스마스 캐럴","찰스 디킨스",8,22,"영미소설","X",8
"크리스마스 캐럴","찰스 디킨스",8,22,"영미소설","X",8
"크리스마스 캐럴","찰스 디킨스",10,2,"영미소설","X",8
"크리스마스 캐럴","찰스 디킨스",0,0,"영미소설","X",8
"크리스마스 캐럴","찰스 디킨스",0,0,"영미소설","X",8
"크리스마스 캐럴","찰스 디킨스",0,0,"영미소설","X",8
"키다리 아저씨","진 웹스터",8,28,"영미소설","X",10
"키다리 아저씨","진 웹스터",8,26,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"키다리 아저씨","진 웹스터",0,0,"영미소설","X",10
"타나토노트 1","베르나르 베르베르",8,93,"x","추리",4
"타나토노트 1","베르나르 베르베르",8,93,"x","공포",4
"타나토노트 1","베르나르 베르베르",8,93,"x","SF",4
"타나토노트 1","베르나르 베르베르",8,93,"프랑스소설","X",4
"타나토노트 2","베르나르 베르베르",8,35,"x","추리",4
"타나토노트 2","베르나르 베르베르",8,35,"x","공포",4
"타나토노트 2","베르나르 베르베르",8,35,"x","SF",4
"타나토노트 2","베르나르 베르베르",8,35,"프랑스소설","X",4
"테이블 위의 카드","애거사 크리스티",8,2,"x","추리",4
"테이블 위의 카드","애거사 크리스티",0,0,"x","추리",4
"테이블 위의 카드","애거사 크리스티",6,8,"x","추리",4
"테이블 위의 카드","애거사 크리스티",6,8,"x","공포",4
"토니오 크뢰거","토마스 만",8,2,"독일소설","X",4
"토니오 크뢰거","토마스 만",0,0,"독일소설","X",4
"토니오 크뢰거","토마스 만",0,0,"독일소설","X",4
"토니오 크뢰거","토마스 만",8,11,"독일소설","X",4
"톨스토이 단편선","레프 톨스토이",8,34,"러시아소설","X",4
"톨스토이 단편선","레프 톨스토이",0,0,"러시아소설","X",4
"톨스토이 단편선","레프 톨스토이",0,0,"러시아소설","X",4
"톨스토이 단편선","레프 톨스토이",0,0,"러시아소설","X",4
"톰 소여의 모험","마크 트웨인",8,8,"영미소설","X",4
"톰 소여의 모험","마크 트웨인",9,1,"영미소설","X",4
"톰 소여의 모험","마크 트웨인",0,0,"영미소설","X",4
"톰 소여의 모험","마크 트웨인",8,5,"영미소설","X",4
"파우스트","요한 볼프강 폰 괴테",8,19,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",0,0,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",0,0,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",8,3,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",0,0,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",0,0,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",8,8,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",7,3,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",6,1,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",8,1,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",0,0,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",7,2,"독일소설","X",13
"파우스트","요한 볼프강 폰 괴테",0,0,"이탈리아소설","X",13
"페스트","알베르 까뮈",8,4,"프랑스소설","X",12
"페스트","알베르 까뮈",0,0,"프랑스소설","X",12
"페스트","알베르 까뮈",6,2,"프랑스소설","X",12
"페스트","알베르 까뮈",9,6,"프랑스소설","X",12
"페스트","알베르 까뮈",0,0,"프랑스소설","X",12
"페스트","알베르 까뮈",8,36,"프랑스소설","X",12
"페스트","알베르 까뮈",0,0,"프랑스소설","X",12
"페스트","알베르 까뮈",0,0,"프랑스소설","X",12
"페스트","알베르 까뮈",8,12,"프랑스소설","X",12
"페스트","알베르 까뮈",8,34,"프랑스소설","X",12
"페스트","알베르 까뮈",7,7,"프랑스소설","X",12
"페스트","알베르 까뮈",8,12,"기타 국가의 소설","X",12
"펠리컨 브리프","존 그리샴",8,5,"x","추리",4
"펠리컨 브리프","존 그리샴",8,5,"x","공포",4
"펠리컨 브리프","존 그리샴",8,5,"x","스릴러",4
"펠리컨 브리프","존 그리샴",8,5,"영미소설","X",4
"포와로 수사집","애거사 크리스티",10,1,"x","추리",4
"포와로 수사집","애거사 크리스티",6,8,"x","추리",4
"포와로 수사집","애거사 크리스티",10,1,"x","공포",4
"포와로 수사집","애거사 크리스티",6,8,"x","공포",4
"포탄 파편","모리스 르블랑",8,40,"x","추리",4
"포탄 파편","모리스 르블랑",8,1,"x","추리",4
"포탄 파편","모리스 르블랑",8,1,"x","공포",4
"포탄 파편","모리스 르블랑",8,1,"프랑스소설","X",4
"폭풍의 언덕","에밀리 브론테",8,6,"영미소설","X",7
"폭풍의 언덕","에밀리 브론테",0,0,"영미소설","X",7
"폭풍의 언덕","에밀리 브론테",0,0,"영미소설","X",7
"폭풍의 언덕","에밀리 브론테",0,0,"영미소설","X",7
"폭풍의 언덕","에밀리 브론테",0,0,"영미소설","X",7
"폭풍의 언덕","에밀리 브론테",8,9,"영미소설","X",7
"폭풍의 언덕","에밀리 브론테",6,5,"독일소설","X",7
"푸코의 진자 1","움베르토 에코",7,24,"x","추리",4
"푸코의 진자 1","움베르토 에코",7,24,"x","공포",4
"푸코의 진자 1","움베르토 에코",7,24,"이탈리아소설","X",4
"푸코의 진자 1","움베르토 에코",7,24,"기타 국가의 소설","X",4
"푸코의 진자 2","움베르토 에코",6,3,"x","추리",4
"푸코의 진자 2","움베르토 에코",6,3,"x","공포",4
"푸코의 진자 2","움베르토 에코",6,3,"이탈리아소설","X",4
"푸코의 진자 2","움베르토 에코",6,3,"기타 국가의 소설","X",4
"푸코의 진자 3","움베르토 에코",6,5,"x","추리",4
"푸코의 진자 3","움베르토 에코",6,5,"x","공포",4
"푸코의 진자 3","움베르토 에코",6,5,"이탈리아소설","X",4
"푸코의 진자 3","움베르토 에코",6,5,"기타 국가의 소설","X",4
"프랑켄슈타인","메리 셸리",7,1,"x","추리",10
"프랑켄슈타인","메리 셸리",8,11,"x","공포",10
"프랑켄슈타인","메리 셸리",7,1,"x","공포",10
"프랑켄슈타인","메리 셸리",0,0,"x","공포",10
"프랑켄슈타인","메리 셸리",8,12,"x","스릴러",10
"프랑켄슈타인","메리 셸리",8,15,"영미소설","X",10
"프랑켄슈타인","메리 셸리",0,0,"영미소설","X",10
"프랑켄슈타인","메리 셸리",0,0,"영미소설","X",10
"프랑켄슈타인","메리 셸리",10,1,"영미소설","X",10
"프랑켄슈타인","메리 셸리",7,1,"영미소설","X",10
"한여름의 살인 1","헤닝 만켈",8,7,"x","추리",4
"한여름의 살인 1","헤닝 만켈",8,7,"x","공포",4
"한여름의 살인 1","헤닝 만켈",8,7,"독일소설","X",4
"한여름의 살인 1","헤닝 만켈",8,7,"북유럽소설","X",4
"행복한 왕자","오스카 와일드",0,0,"영미소설","X",4
"행복한 왕자","오스카 와일드",8,2,"영미소설","X",4
"행복한 왕자","오스카 와일드",0,0,"기타 국가의 소설","X",4
"행복한 왕자","오스카 와일드",7,2,"기타 국가의 소설","X",4
"헤라클레스의 모험","애거사 크리스티",6,1,"x","추리",4
"헤라클레스의 모험","애거사 크리스티",6,5,"x","추리",4
"헤라클레스의 모험","애거사 크리스티",6,5,"x","공포",4
"헤라클레스의 모험","애거사 크리스티",6,1,"영미소설","X",4
"호빗","J. R. R. 톨킨",8,27,"x","판타지",4
"호빗","J. R. R. 톨킨",8,11,"x","판타지",4
"호빗","J. R. R. 톨킨",8,27,"영미소설","X",4
"호빗","J. R. R. 톨킨",0,0,"영미소설","X",4
"홍당무","쥘 르나르",0,0,"프랑스소설","X",5
"홍당무","쥘 르나르",8,5,"프랑스소설","X",5
"홍당무","쥘 르나르",0,0,"프랑스소설","X",5
"홍당무","쥘 르나르",0,0,"프랑스소설","X",5
"홍당무","쥘 르나르",0,0,"프랑스소설","X",5
"화요일 클럽의 살인","애거사 크리스티",8,4,"x","추리",4
"화요일 클럽의 살인","애거사 크리스티",7,14,"x","추리",4
"화요일 클럽의 살인","애거사 크리스티",8,4,"x","공포",4
"화요일 클럽의 살인","애거사 크리스티",7,14,"x","공포",4
"환상의 여인","코넬 울리치",8,16,"x","추리",5
"환상의 여인","코넬 울리치",7,34,"x","추리",5
"환상의 여인","코넬 울리치",6,21,"x","추리",5
"환상의 여인","코넬 울리치",7,34,"x","공포",5
"환상의 여인","코넬 울리치",8,16,"영미소설","X",5
"황금 삼각형","모리스 르블랑",8,38,"x","추리",4
"황금 삼각형","모리스 르블랑",7,2,"x","추리",4
"황금 삼각형","모리스 르블랑",7,2,"x","공포",4
"황금 삼각형","모리스 르블랑",7,2,"프랑스소설","X",4
"1초 후","윌리엄 포르스첸",7,4,"x","추리",3
"1초 후","윌리엄 포르스첸",7,4,"x","공포",3
"1초 후","윌리엄 포르스첸",7,4,"x","역사",3
"3월의 제비꽃 + 마법사들 + 여흥상사 3권 세트","로맹 가리",8,21,"한국소설","X",3
"3월의 제비꽃 + 마법사들 + 여흥상사 3권 세트","로맹 가리",8,21,"영미소설","X",3
"3월의 제비꽃 + 마법사들 + 여흥상사 3권 세트","로맹 가리",8,21,"프랑스소설","X",3
"813 (상)","모리스 르블랑",8,2,"x","추리",3
"813 (상)","모리스 르블랑",8,2,"x","공포",3
"813 (상)","모리스 르블랑",8,2,"프랑스소설","X",3
"813 (하)","모리스 르블랑",9,1,"x","추리",3
"813 (하)","모리스 르블랑",9,1,"x","공포",3
"813 (하)","모리스 르블랑",9,1,"프랑스소설","X",3
"813","모리스 르블랑",8,41,"x","추리",3
"813","모리스 르블랑",8,1,"x","추리",3
"813","모리스 르블랑",8,1,"x","공포",3
"KN의 비극","다카노 가즈아키",7,54,"x","추리",3
"KN의 비극","다카노 가즈아키",7,54,"x","공포",3
"KN의 비극","다카노 가즈아키",7,54,"일본소설","X",3
"N 또는 M","애거사 크리스티",0,0,"x","추리",3
"N 또는 M","애거사 크리스티",6,8,"x","추리",3
"N 또는 M","애거사 크리스티",6,8,"x","공포",3
"STEPHEN KING 스티븐 킹 1","스티븐 킹",7,21,"x","추리",3
"STEPHEN KING 스티븐 킹 1","스티븐 킹",7,21,"x","공포",3
"STEPHEN KING 스티븐 킹 1","스티븐 킹",7,23,"영미소설","X",3
"STEPHEN KING 스티븐 킹 6","스티븐 킹",8,12,"x","추리",3
"STEPHEN KING 스티븐 킹 6","스티븐 킹",8,12,"x","공포",3
"STEPHEN KING 스티븐 킹 6","스티븐 킹",8,12,"영미소설","X",3
"THE 좀비스","스티븐 킹 외",8,6,"x","SF",3
"THE 좀비스","스티븐 킹 외",8,6,"x","스릴러",3
"THE 좀비스","스티븐 킹 외",8,6,"영미소설","X",3
"Z 제트","한차현",8,11,"x","공포",3
"Z 제트","한차현",8,11,"x","스릴러",3
"Z 제트","한차현",8,11,"한국소설","X",3
"가가형사 시리즈 박스 세트 ","히가시노 게이고",8,4,"x","추리",3
"가가형사 시리즈 박스 세트 ","히가시노 게이고",8,4,"x","스릴러",3
"가가형사 시리즈 박스 세트 ","히가시노 게이고",8,4,"일본소설","X",3
"가난한 사람들","도스토예프스키",8,8,"러시아소설","X",3
"가난한 사람들","도스토예프스키",0,0,"러시아소설","X",3
"가난한 사람들","도스토예프스키",6,1,"러시아소설","X",3
"가모우 저택 사건 1","미야베 미유키",8,21,"x","추리",3
"가모우 저택 사건 1","미야베 미유키",8,21,"x","역사",3
"가모우 저택 사건 1","미야베 미유키",8,21,"일본소설","X",3
"가모우 저택 사건 2","미야베 미유키",8,10,"x","추리",3
"가모우 저택 사건 2","미야베 미유키",8,10,"x","역사",3
"가모우 저택 사건 2","미야베 미유키",8,10,"일본소설","X",3
"갈레 씨, 홀로 죽다","조르주 심농",8,26,"x","추리",3
"갈레 씨, 홀로 죽다","조르주 심농",8,26,"프랑스소설","X",3
"갈레 씨, 홀로 죽다","조르주 심농",0,0,"북유럽소설","X",3
"감염유희","혼다 테쓰야",10,3,"x","추리",3
"감염유희","혼다 테쓰야",10,3,"x","스릴러",3
"감염유희","혼다 테쓰야",10,3,"일본소설","X",3
"감자","김동인",7,7,"한국소설","X",3
"감자","김동인",0,0,"한국소설","X",3
"감자","김동인",10,1,"한국소설","X",3
"감정 교육 1","구스타브 플로베르",6,3,"x","역사",3
"감정 교육 1","구스타브 플로베르",8,2,"프랑스소설","X",3
"감정 교육 1","구스타브 플로베르",6,3,"프랑스소설","X",3
"감정 교육 2","구스타브 플로베르",5,1,"x","역사",3
"감정 교육 2","구스타브 플로베르",9,1,"프랑스소설","X",3
"감정 교육 2","구스타브 플로베르",5,1,"프랑스소설","X",3
"개의 심장","미하일 불가코프",8,1,"x","SF",3
"개의 심장","미하일 불가코프",8,1,"러시아소설","X",3
"개의 심장","미하일 불가코프",8,5,"러시아소설","X",3
"거짓말, 딱 한 개만 더","히가시노 게이고",8,50,"x","추리",3
"거짓말, 딱 한 개만 더","히가시노 게이고",8,50,"x","스릴러",3
"거짓말, 딱 한 개만 더","히가시노 게이고",8,50,"일본소설","X",3
"검은 집","기시 유스케",8,111,"x","추리",3
"검은 집","기시 유스케",8,111,"x","공포",3
"검은 집","기시 유스케",8,110,"일본소설","X",3
"검찰 측 죄인","시즈쿠이 슈스케",8,43,"x","추리",3
"검찰 측 죄인","시즈쿠이 슈스케",8,43,"x","스릴러",3
"검찰 측 죄인","시즈쿠이 슈스케",8,43,"일본소설","X",3
"게자리","얀 아이크 외",0,0,"x","추리",3
"게자리","얀 아이크 외",0,0,"x","공포",3
"게자리","얀 아이크 외",0,0,"독일소설","X",3
"겐지 이야기 2","무라사키 시키부",0,0,"x","역사",3
"겐지 이야기 2","무라사키 시키부",8,1,"일본소설","X",3
"겐지 이야기 2","무라사키 시키부",0,0,"일본소설","X",3
"결혼","아쿠타가와 류노스케, 나다니엘 호손, 토마스 하디, 윌리엄 서머싯 몸, 기 드 모파상",7,1,"영미소설","X",3
"결혼","아쿠타가와 류노스케, 나다니엘 호손, 토마스 하디, 윌리엄 서머싯 몸, 기 드 모파상",7,1,"일본소설","X",3
"결혼","아쿠타가와 류노스케, 나다니엘 호손, 토마스 하디, 윌리엄 서머싯 몸, 기 드 모파상",7,1,"러시아소설","X",3
"고구려 연대기 2","표광배",0,0,"x","판타지",3
"고구려 연대기 2","표광배",0,0,"x","역사",3
"고구려 연대기 2","표광배",0,0,"한국소설","X",3
"고독한 곳에","도로시 B. 휴스",6,9,"x","추리",3
"고독한 곳에","도로시 B. 휴스",6,9,"x","스릴러",3
"고독한 곳에","도로시 B. 휴스",6,9,"영미소설","X",3
"고시원 기담","전건우",8,62,"x","공포",3
"고시원 기담","전건우",8,62,"x","스릴러",3
"고시원 기담","전건우",8,62,"한국소설","X",3
"골짜기의 백합","오노레 드 발자크",8,8,"프랑스소설","X",3
"골짜기의 백합","오노레 드 발자크",8,1,"프랑스소설","X",3
"골짜기의 백합","오노레 드 발자크",0,0,"프랑스소설","X",3
"공생충","무라카미 류",8,1,"x","추리",3
"공생충","무라카미 류",8,1,"x","SF",3
"공생충","무라카미 류",8,1,"일본소설","X",3
"공포공장","송병선 역",6,4,"x","추리",3
"공포공장","송병선 역",6,4,"x","공포",3
"공포공장","송병선 역",6,4,"스페인/중남미소설","X",3
"광골의 꿈 상","교고쿠 나츠히코",6,3,"x","추리",3
"광골의 꿈 상","교고쿠 나츠히코",6,3,"x","스릴러",3
"광골의 꿈 상","교고쿠 나츠히코",6,3,"일본소설","X",3
"광골의 꿈 하","교고쿠 나츠히코",0,0,"x","추리",3
"광골의 꿈 하","교고쿠 나츠히코",0,0,"x","스릴러",3
"광골의 꿈 하","교고쿠 나츠히코",0,0,"일본소설","X",3
"괴도신사 아르센 뤼팽","모리스 르블랑",8,58,"x","추리",3
"괴도신사 아르센 뤼팽","모리스 르블랑",0,0,"x","추리",3
"괴도신사 아르센 뤼팽","모리스 르블랑",0,0,"프랑스소설","X",3
"구름속의 죽음","애거사 크리스티",9,1,"x","추리",3
"구름속의 죽음","애거사 크리스티",6,16,"x","추리",3
"구름속의 죽음","애거사 크리스티",6,16,"x","공포",3
"구미베어 살인사건","dcdc",0,0,"x","추리",3
"구미베어 살인사건","dcdc",0,0,"x","SF",3
"구미베어 살인사건","dcdc",0,0,"한국소설","X",3
"궁수자리","진 레드먼 등",0,0,"x","추리",3
"궁수자리","진 레드먼 등",0,0,"x","공포",3
"궁수자리","진 레드먼 등",0,0,"독일소설","X",3
"그것 it (상)","스티븐 킹",8,13,"x","추리",3
"그것 it (상)","스티븐 킹",8,13,"x","공포",3
"그것 it (상)","스티븐 킹",8,13,"영미소설","X",3
"그것 it (중)","스티븐 킹",8,3,"x","추리",3
"그것 it (중)","스티븐 킹",8,3,"x","공포",3
"그것 it (중)","스티븐 킹",8,3,"영미소설","X",3
"그것 it (하)","스티븐 킹",8,4,"x","추리",3
"그것 it (하)","스티븐 킹",8,4,"x","공포",3
"그것 it (하)","스티븐 킹",8,4,"영미소설","X",3
"그것 it 세트 (상,중,하)","스티븐 킹",8,22,"x","추리",3
"그것 it 세트 (상,중,하)","스티븐 킹",8,22,"x","공포",3
"그것 it 세트 (상,중,하)","스티븐 킹",8,22,"영미소설","X",3
"그림자 밟기 + 진상 (상·하)","미야베 미유키",8,36,"x","스릴러",3
"그림자 밟기 + 진상 (상·하)","미야베 미유키",8,36,"x","역사",3
"그림자 밟기 + 진상 (상·하)","미야베 미유키",8,36,"일본소설","X",3
"기발한 발상, 하늘을 움직이다","시마다 소지",8,62,"x","추리",3
"기발한 발상, 하늘을 움직이다","시마다 소지",8,61,"x","스릴러",3
"기발한 발상, 하늘을 움직이다","시마다 소지",8,61,"일본소설","X",3
"꺼삐딴 리","전광용",0,0,"한국소설","X",3
"꺼삐딴 리","전광용",8,9,"한국소설","X",3
"꺼삐딴 리","전광용",0,0,"한국소설","X",3
"꿈의 수호자","우에하시 나호코",0,0,"x","판타지",3
"꿈의 수호자","우에하시 나호코",0,0,"x","판타지",3
"꿈의 수호자","우에하시 나호코",0,0,"일본소설","X",3
"나르치스와 골드문트","헤르만 헤세",8,15,"독일소설","X",3
"나르치스와 골드문트","헤르만 헤세",0,0,"독일소설","X",3
"나르치스와 골드문트","헤르만 헤세",0,0,"독일소설","X",3
"나에게 잡히지 말아라","이승욱",8,1,"x","추리",3
"나에게 잡히지 말아라","이승욱",8,1,"x","공포",3
"나에게 잡히지 말아라","이승욱",8,1,"한국소설","X",3
"날개","이상",7,9,"한국소설","X",3
"날개","이상",8,1,"한국소설","X",3
"날개","이상",0,0,"한국소설","X",3
"내가 그를 죽였다","히가시노 게이고",8,57,"x","추리",3
"내가 그를 죽였다","히가시노 게이고",8,57,"x","스릴러",3
"내가 그를 죽였다","히가시노 게이고",8,57,"일본소설","X",3
"네가 전화를 걸었던 장소, 내가 전화를 걸었던 장소 세트","미아키 스가루",8,13,"x","추리",3
"네가 전화를 걸었던 장소, 내가 전화를 걸었던 장소 세트","미아키 스가루",8,13,"x","판타지",3
"네가 전화를 걸었던 장소, 내가 전화를 걸었던 장소 세트","미아키 스가루",8,13,"일본소설","X",3
"노예 12년","솔로몬 노섭",8,34,"영미소설","X",3
"노예 12년","솔로몬 노섭",8,53,"영미소설","X",3
"노예 12년","솔로몬 노섭",6,1,"기타 국가의 소설","X",3
"노예구 나와 23인의 노예 2","오카다 신이치",7,1,"x","추리",3
"노예구 나와 23인의 노예 2","오카다 신이치",7,1,"x","공포",3
"노예구 나와 23인의 노예 2","오카다 신이치",7,1,"일본소설","X",3
"노트르담의 꼽추","빅토르 위고",0,0,"프랑스소설","X",3
"노트르담의 꼽추","빅토르 위고",10,1,"프랑스소설","X",3
"노트르담의 꼽추","빅토르 위고",0,0,"프랑스소설","X",3
"눈사태","빅토리야 토카레바",0,0,"러시아소설","X",3
"눈사태","빅토리야 토카레바",0,0,"러시아소설","X",3
"눈사태","빅토리야 토카레바",0,0,"러시아소설","X",3
"뉴로맨서","윌리엄 깁슨",7,7,"x","SF",3
"뉴로맨서","윌리엄 깁슨",7,7,"영미소설","X",3
"뉴로맨서","윌리엄 깁슨",7,7,"기타 국가의 소설","X",3
"뉴욕 3부작","폴 오스터",8,17,"x","추리",3
"뉴욕 3부작","폴 오스터",10,1,"영미소설","X",3
"뉴욕 3부작","폴 오스터",8,17,"영미소설","X",3
"늑대의 제국 1","장 크리스토프 그랑제",8,23,"x","추리",3
"늑대의 제국 1","장 크리스토프 그랑제",8,23,"x","스릴러",3
"늑대의 제국 1","장 크리스토프 그랑제",8,23,"프랑스소설","X",3
"늑대의 제국 2","장 크리스토프 그랑제",8,7,"x","추리",3
"늑대의 제국 2","장 크리스토프 그랑제",8,7,"x","스릴러",3
"늑대의 제국 2","장 크리스토프 그랑제",8,7,"프랑스소설","X",3
"다빈치 코드 1","댄 브라운",8,8,"x","추리",3
"다빈치 코드 1","댄 브라운",8,8,"x","스릴러",3
"다빈치 코드 1","댄 브라운",8,8,"영미소설","X",3
"다빈치 코드 2","댄 브라운",8,1,"x","추리",3
"다빈치 코드 2","댄 브라운",8,1,"x","스릴러",3
