"Title","Writer","Score","Reviewcount","Novel","Genre","n"
"다빈치 코드 2","댄 브라운",8,1,"영미소설","X",3
"다크니스 모어 댄 나잇","마이클 코넬리",8,3,"x","추리",3
"다크니스 모어 댄 나잇","마이클 코넬리",8,3,"x","공포",3
"다크니스 모어 댄 나잇","마이클 코넬리",8,3,"영미소설","X",3
"단종애사","이광수",6,4,"한국소설","X",3
"단종애사","이광수",0,0,"한국소설","X",3
"단종애사","이광수",0,0,"한국소설","X",3
"달과 6펜스","윌리엄 서머싯 몸",8,5,"프랑스소설","X",3
"달과 6펜스","윌리엄 서머싯 몸",0,0,"프랑스소설","X",3
"달과 6펜스","윌리엄 서머싯 몸",8,5,"기타 국가의 소설","X",3
"대낮의 사각 2","다카기 아키미쓰",10,3,"x","추리",3
"대낮의 사각 2","다카기 아키미쓰",10,3,"x","스릴러",3
"대낮의 사각 2","다카기 아키미쓰",10,3,"일본소설","X",3
"대전 對戰","김종일 등",6,4,"x","SF",3
"대전 對戰","김종일 등",6,4,"x","스릴러",3
"대전 對戰","김종일 등",6,4,"한국소설","X",3
"댈러웨이 부인","버지니아 울프",7,1,"영미소설","X",3
"댈러웨이 부인","버지니아 울프",6,1,"영미소설","X",3
"댈러웨이 부인","버지니아 울프",0,0,"영미소설","X",3
"데드 아일랜드","마크 모리스",0,0,"x","공포",3
"데드 아일랜드","마크 모리스",0,0,"x","스릴러",3
"데드 아일랜드","마크 모리스",0,0,"영미소설","X",3
"도로변 십자가","제프리 디버",8,37,"x","추리",3
"도로변 십자가","제프리 디버",8,37,"x","스릴러",3
"도로변 십자가","제프리 디버",8,37,"영미소설","X",3
"도서실의 바다","온다 리쿠",6,32,"x","SF",3
"도서실의 바다","온다 리쿠",6,32,"x","스릴러",3
"도서실의 바다","온다 리쿠",6,32,"일본소설","X",3
"둘 중 누군가 그녀를 죽였다","히가시노 게이고",8,52,"x","추리",3
"둘 중 누군가 그녀를 죽였다","히가시노 게이고",8,52,"x","스릴러",3
"둘 중 누군가 그녀를 죽였다","히가시노 게이고",8,53,"일본소설","X",3
"뒤마클럽","아르투로 페레스 레베르테",7,53,"x","추리",3
"뒤마클럽","아르투로 페레스 레베르테",7,53,"x","공포",3
"뒤마클럽","아르투로 페레스 레베르테",7,53,"스페인/중남미소설","X",3
"드라큘라","브램 스토커",10,1,"x","추리",3
"드라큘라","브램 스토커",8,42,"x","공포",3
"드라큘라","브램 스토커",8,42,"영미소설","X",3
"드림 버스터 1","미야베 미유키",6,6,"x","판타지",3
"드림 버스터 1","미야베 미유키",6,6,"x","SF",3
"드림 버스터 1","미야베 미유키",6,6,"일본소설","X",3
"드림 버스터 2","미야베 미유키",2,1,"x","판타지",3
"드림 버스터 2","미야베 미유키",2,1,"x","SF",3
"드림 버스터 2","미야베 미유키",2,1,"일본소설","X",3
"등대로","버지니아 울프",8,6,"영미소설","X",3
"등대로","버지니아 울프",8,3,"영미소설","X",3
"등대로","버지니아 울프",7,4,"영미소설","X",3
"라스트 코요테","마이클 코넬리",10,1,"x","추리",3
"라스트 코요테","마이클 코넬리",10,1,"x","공포",3
"라스트 코요테","마이클 코넬리",10,1,"영미소설","X",3
"라스트 타운","블레이크 크라우치",8,11,"x","SF",3
"라스트 타운","블레이크 크라우치",8,11,"x","스릴러",3
"라스트 타운","블레이크 크라우치",8,11,"영미소설","X",3
"러시아 유령 군함 사건","시마다 소지",8,5,"x","추리",3
"러시아 유령 군함 사건","시마다 소지",8,5,"x","스릴러",3
"러시아 유령 군함 사건","시마다 소지",8,5,"일본소설","X",3
"레디메이드 인생","채만식",0,0,"한국소설","X",3
"레디메이드 인생","채만식",0,0,"한국소설","X",3
"레디메이드 인생","채만식",0,0,"한국소설","X",3
"레오나르도 다 빈치의 진실","필리프 반덴베르크",6,13,"x","추리",3
"레오나르도 다 빈치의 진실","필리프 반덴베르크",6,13,"x","공포",3
"레오나르도 다 빈치의 진실","필리프 반덴베르크",6,13,"기타 국가의 소설","X",3
"로스트 라이트","마이클 코넬리",8,2,"x","추리",3
"로스트 라이트","마이클 코넬리",8,2,"x","공포",3
"로스트 라이트","마이클 코넬리",8,2,"영미소설","X",3
"로지와 존 ROSY & JOHN","피에르 르메트르",8,8,"x","추리",3
"로지와 존 ROSY & JOHN","피에르 르메트르",8,8,"x","스릴러",3
"로지와 존 ROSY & JOHN","피에르 르메트르",8,8,"프랑스소설","X",3
"뤼팽 베스트 걸작선","모리스 르블랑",8,2,"x","추리",3
"뤼팽 베스트 걸작선","모리스 르블랑",0,0,"x","추리",3
"뤼팽 베스트 걸작선","모리스 르블랑",8,2,"영미소설","X",3
"리부트 1","박효정 역",8,10,"x","SF",3
"리부트 1","박효정 역",8,10,"x","스릴러",3
"리부트 1","박효정 역",8,10,"영미소설","X",3
"리부트 1, 2 세트","박효정 역",8,21,"x","SF",3
"리부트 1, 2 세트","박효정 역",8,21,"x","스릴러",3
"리부트 1, 2 세트","박효정 역",8,21,"영미소설","X",3
"리부트 2","박효정 역",7,4,"x","SF",3
"리부트 2","박효정 역",7,4,"x","스릴러",3
"리부트 2","박효정 역",7,4,"영미소설","X",3
"링 (외전)","스즈키 고지",0,0,"x","추리",3
"링 (외전)","스즈키 고지",0,0,"x","공포",3
"링 (외전)","스즈키 고지",0,0,"일본소설","X",3
"마녀","이상민",8,7,"x","추리",3
"마녀","이상민",8,7,"x","공포",3
"마녀","이상민",8,7,"영미소설","X",3
"마라코트 심해","아서 코난 도일",5,5,"x","추리",3
"마라코트 심해","아서 코난 도일",5,5,"x","공포",3
"마라코트 심해","아서 코난 도일",5,5,"x","SF",3
"마술살인","애거사 크리스티",7,5,"x","추리",3
"마술살인","애거사 크리스티",8,1,"x","추리",3
"마술살인","애거사 크리스티",7,5,"x","공포",3
"마약 수사원 빅토르","양진성 역",9,2,"x","추리",3
"마약 수사원 빅토르","양진성 역",9,2,"x","공포",3
"마약 수사원 빅토르","양진성 역",9,2,"프랑스소설","X",3
"마음의 연대","히라노 게이치로, 서하진, 톄닝 등",0,0,"한국소설","X",3
"마음의 연대","히라노 게이치로, 서하진, 톄닝 등",0,0,"일본소설","X",3
"마음의 연대","히라노 게이치로, 서하진, 톄닝 등",0,0,"중국소설","X",3
"마지막 유산","손선영",8,4,"x","추리",3
"마지막 유산","손선영",8,4,"x","역사",3
"마지막 유산","손선영",8,4,"한국소설","X",3
"말벌","기시 유스케",8,80,"x","추리",3
"말벌","기시 유스케",8,80,"x","스릴러",3
"말벌","기시 유스케",8,80,"일본소설","X",3
"맥","김남천",0,0,"한국소설","X",3
"맥","김남천",0,0,"한국소설","X",3
"맥","김남천",0,0,"한국소설","X",3
"메롱","미야베 미유키",8,28,"x","판타지",3
"메롱","미야베 미유키",8,28,"x","스릴러",3
"메롱","미야베 미유키",8,28,"일본소설","X",3
"메소포타미아의 죽음","애거사 크리스티",8,1,"x","추리",3
"메소포타미아의 죽음","애거사 크리스티",7,8,"x","추리",3
"메소포타미아의 죽음","애거사 크리스티",7,8,"x","공포",3
"메피스토","클라우스 만",9,3,"독일소설","X",3
"메피스토","클라우스 만",0,0,"독일소설","X",3
"메피스토","클라우스 만",0,0,"독일소설","X",3
"명탐정의 저주","히가시노 게이고",6,59,"x","추리",3
"명탐정의 저주","히가시노 게이고",6,59,"x","스릴러",3
"명탐정의 저주","히가시노 게이고",6,59,"일본소설","X",3
"목로주점 1","에밀 졸라",8,9,"프랑스소설","X",3
"목로주점 1","에밀 졸라",9,1,"프랑스소설","X",3
"목로주점 1","에밀 졸라",0,0,"프랑스소설","X",3
"목로주점 2","에밀 졸라",8,5,"프랑스소설","X",3
"목로주점 2","에밀 졸라",9,1,"프랑스소설","X",3
"목로주점 2","에밀 졸라",0,0,"프랑스소설","X",3
"목로주점","에밀 졸라",0,0,"프랑스소설","X",3
"목로주점","에밀 졸라",9,1,"프랑스소설","X",3
"목로주점","에밀 졸라",7,1,"프랑스소설","X",3
"무지개 골짜기의 5월","후나도 요이치",8,5,"x","추리",3
"무지개 골짜기의 5월","후나도 요이치",8,5,"x","스릴러",3
"무지개 골짜기의 5월","후나도 요이치",8,5,"일본소설","X",3
"물고기자리","잉그리드 놀 등",5,2,"x","추리",3
"물고기자리","잉그리드 놀 등",5,2,"x","공포",3
"물고기자리","잉그리드 놀 등",5,2,"독일소설","X",3
"미래 인간","박정규",8,1,"x","추리",3
"미래 인간","박정규",8,1,"x","스릴러",3
"미래 인간","박정규",8,1,"한국소설","X",3
"미스터 메르세데스","스티븐 킹",8,86,"x","추리",3
"미스터 메르세데스","스티븐 킹",8,86,"x","스릴러",3
"미스터 메르세데스","스티븐 킹",8,86,"영미소설","X",3
"미싱","혼다 다카요시",8,12,"x","추리",3
"미싱","혼다 다카요시",8,12,"x","스릴러",3
"미싱","혼다 다카요시",8,12,"일본소설","X",3
"미켈란젤로의 복수","필리프 반덴베르크",6,30,"x","추리",3
"미켈란젤로의 복수","필리프 반덴베르크",6,30,"x","공포",3
"미켈란젤로의 복수","필리프 반덴베르크",6,30,"독일소설","X",3
"밀실살인게임 2.0","우타노 쇼고",8,24,"x","추리",3
"밀실살인게임 2.0","우타노 쇼고",8,25,"x","스릴러",3
"밀실살인게임 2.0","우타노 쇼고",8,26,"일본소설","X",3
"바람과 함께 사라지다 2","마가렛 미첼",0,0,"영미소설","X",3
"바람과 함께 사라지다 2","마가렛 미첼",0,0,"영미소설","X",3
"바람과 함께 사라지다 2","마가렛 미첼",0,0,"영미소설","X",3
"바람의 미소","프리드리히 아니",7,3,"x","추리",3
"바람의 미소","프리드리히 아니",7,3,"x","공포",3
"바람의 미소","프리드리히 아니",7,3,"독일소설","X",3
"바로크 사이클 2","닐 타운 스티븐슨",0,0,"x","추리",3
"바로크 사이클 2","닐 타운 스티븐슨",0,0,"x","SF",3
"바로크 사이클 2","닐 타운 스티븐슨",0,0,"영미소설","X",3
"바로크 사이클 3","닐 타운 스티븐슨",9,1,"x","추리",3
"바로크 사이클 3","닐 타운 스티븐슨",9,1,"x","SF",3
"바로크 사이클 3","닐 타운 스티븐슨",9,1,"영미소설","X",3
"바리바","모리스 르블랑",7,1,"x","추리",3
"바리바","모리스 르블랑",7,1,"x","공포",3
"바리바","모리스 르블랑",7,1,"프랑스소설","X",3
"바스커빌 가의 사냥개","아서 코난 도일",9,2,"x","추리",3
"바스커빌 가의 사냥개","아서 코난 도일",9,2,"x","공포",3
"바스커빌 가의 사냥개","아서 코난 도일",9,2,"영미소설","X",3
"바스커빌의 개","아서 코난 도일",0,0,"x","추리",3
"바스커빌의 개","아서 코난 도일",0,0,"x","추리",3
"바스커빌의 개","아서 코난 도일",0,0,"영미소설","X",3
"박물관의 팬텀","이요하라 신",8,2,"x","추리",3
"박물관의 팬텀","이요하라 신",8,2,"x","판타지",3
"박물관의 팬텀","이요하라 신",8,2,"일본소설","X",3
"반지의 제왕 세트","J. R. R. 톨킨",7,14,"x","판타지",3
"반지의 제왕 세트","J. R. R. 톨킨",9,5,"x","판타지",3
"반지의 제왕 세트","J. R. R. 톨킨",7,14,"영미소설","X",3
"밤과 낮 사이 1","조이스 캐롤 오츠, 낸시 피커드, 마이클 코넬리, 샬레인 해리스",8,24,"x","추리",3
"밤과 낮 사이 1","조이스 캐롤 오츠, 낸시 피커드, 마이클 코넬리, 샬레인 해리스",8,24,"x","스릴러",3
"밤과 낮 사이 1","조이스 캐롤 오츠, 낸시 피커드, 마이클 코넬리, 샬레인 해리스",8,24,"영미소설","X",3
"밤과 낮 사이 2","마틴 리먼, 브렛 배틀스 등",8,13,"x","추리",3
"밤과 낮 사이 2","마틴 리먼, 브렛 배틀스 등",8,13,"x","스릴러",3
"밤과 낮 사이 2","마틴 리먼, 브렛 배틀스 등",8,13,"영미소설","X",3
"방황","루쉰",8,1,"중국소설","X",3
"방황","루쉰",10,1,"중국소설","X",3
"방황","루쉰",8,1,"작가 선집","X",3
"법의관","퍼트리샤 콘웰",8,51,"x","추리",3
"법의관","퍼트리샤 콘웰",8,51,"x","스릴러",3
"법의관","퍼트리샤 콘웰",8,51,"영미소설","X",3
"베이비 메일","야마다 유우스케",6,3,"x","추리",3
"베이비 메일","야마다 유우스케",6,3,"x","공포",3
"베이비 메일","야마다 유우스케",6,3,"일본소설","X",3
"벤허 ","루 월리스",8,6,"x","역사",3
"벤허 ","루 월리스",8,33,"영미소설","X",3
"벤허 ","루 월리스",8,6,"영미소설","X",3
"벨아미","기 드 모파상",0,0,"프랑스소설","X",3
"벨아미","기 드 모파상",8,34,"프랑스소설","X",3
"벨아미","기 드 모파상",7,5,"프랑스소설","X",3
"변신 ","프란츠 카프카",10,2,"독일소설","X",3
"변신 ","프란츠 카프카",8,16,"독일소설","X",3
"변신 ","프란츠 카프카",8,38,"기타 국가의 소설","X",3
"변신 외","프란츠 카프카",0,0,"프랑스소설","X",3
"변신 외","프란츠 카프카",0,0,"독일소설","X",3
"변신 외","프란츠 카프카",0,0,"독일소설","X",3
"변화의 땅","로",7,5,"x","판타지",3
"변화의 땅","로",7,5,"x","SF",3
"변화의 땅","로",7,5,"영미소설","X",3
"별도 없는 한밤에","스티븐 킹",8,60,"x","추리",3
"별도 없는 한밤에","스티븐 킹",8,60,"x","스릴러",3
"별도 없는 한밤에","스티븐 킹",8,60,"영미소설","X",3
"보물섬","로버트 루이스 스티븐슨",8,3,"영미소설","X",3
"보물섬","로버트 루이스 스티븐슨",0,0,"영미소설","X",3
"보물섬","로버트 루이스 스티븐슨",0,0,"영미소설","X",3
"복수의 여신","애거사 크리스티",7,9,"x","추리",3
"복수의 여신","애거사 크리스티",10,1,"x","추리",3
"복수의 여신","애거사 크리스티",7,9,"x","공포",3
"부활 (상)","레프 톨스토이",7,1,"러시아소설","X",3
"부활 (상)","레프 톨스토이",8,2,"러시아소설","X",3
"부활 (상)","레프 톨스토이",0,0,"러시아소설","X",3
"부활 (하)","레프 톨스토이",0,0,"러시아소설","X",3
"부활 (하)","레프 톨스토이",9,1,"러시아소설","X",3
"부활 (하)","레프 톨스토이",0,0,"러시아소설","X",3
"불굴혼 박정희 2","고정일",0,0,"x","역사",3
"불굴혼 박정희 2","고정일",0,0,"x","역사",3
"불굴혼 박정희 2","고정일",0,0,"한국소설","X",3
"불굴혼 박정희 3","고정일",0,0,"x","역사",3
"불굴혼 박정희 3","고정일",0,0,"x","역사",3
"불굴혼 박정희 3","고정일",0,0,"한국소설","X",3
"불굴혼 박정희 4","고정일",0,0,"x","역사",3
"불굴혼 박정희 4","고정일",0,0,"x","역사",3
"불굴혼 박정희 4","고정일",0,0,"한국소설","X",3
"불굴혼 박정희 5","고정일",0,0,"x","역사",3
"불굴혼 박정희 5","고정일",0,0,"x","역사",3
"불굴혼 박정희 5","고정일",0,0,"한국소설","X",3
"불굴혼 박정희 6","고정일",0,0,"x","역사",3
"불굴혼 박정희 6","고정일",0,0,"x","역사",3
"불굴혼 박정희 6","고정일",0,0,"한국소설","X",3
"불굴혼 박정희 세트","고정일",0,0,"x","역사",3
"불굴혼 박정희 세트","고정일",8,1,"x","역사",3
"불굴혼 박정희 세트","고정일",0,0,"한국소설","X",3
"불멸","밀란 쿤데라",8,18,"동유럽소설","X",3
"불멸","밀란 쿤데라",9,3,"동유럽소설","X",3
"불멸","밀란 쿤데라",8,18,"기타 국가의 소설","X",3
"블랙 아이스","마이클 코넬리",9,3,"x","추리",3
"블랙 아이스","마이클 코넬리",9,3,"x","공포",3
"블랙 아이스","마이클 코넬리",9,3,"영미소설","X",3
"블랙 에코","마이클 코넬리",8,7,"x","추리",3
"블랙 에코","마이클 코넬리",8,7,"x","공포",3
"블랙 에코","마이클 코넬리",8,7,"영미소설","X",3
"블랙아웃 1","코니 윌리스",0,0,"x","추리",3
"블랙아웃 1","코니 윌리스",0,0,"x","SF",3
"블랙아웃 1","코니 윌리스",0,0,"영미소설","X",3
"블랙아웃 1,2 세트","코니 윌리스",0,0,"x","추리",3
"블랙아웃 1,2 세트","코니 윌리스",0,0,"x","SF",3
"블랙아웃 1,2 세트","코니 윌리스",0,0,"영미소설","X",3
"블랙아웃 2","코니 윌리스",0,0,"x","추리",3
"블랙아웃 2","코니 윌리스",0,0,"x","SF",3
"블랙아웃 2","코니 윌리스",0,0,"영미소설","X",3
"블루 머더","혼다 테쓰야",8,30,"x","추리",3
"블루 머더","혼다 테쓰야",8,30,"x","스릴러",3
"블루 머더","혼다 테쓰야",8,30,"일본소설","X",3
"비밀의 저택","모리스 르블랑",8,5,"x","추리",3
"비밀의 저택","모리스 르블랑",8,1,"x","추리",3
