"Title","Writer","Publisher","Series","Price","Pagenum","Reviewcount","Score","Sellnum","Avail19","Novel_X","Novel_Korea","Novel_United","Novel_Japan","Novel_China","Novel_SpainLatin","Novel_France","Novel_Germany","Novel_Russia","Novel_Italy","Novel_EEurope","Novel_NEurope","Novel_EtcCountry","Novel_WriterSelect","Genre_Mystery","Genre_Horror","Genre_Fantasy","Genre_Martialart","Genre_SF","Genre_Thriller","Genre_History","Genre_X","n"
"(소파) 방정환 번안소설","방정환","BOOKK(부크크)","X",11000,189,0,0,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(소파) 방정환 창작 동화집 (추가 발굴 작품 수록)","방정환","BOOKK(부크크)","X",9300,147,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(일본 현대문학 대표작선 11) 전원의 우울","사토 하루오","소화","X",4950,186,0,0,12,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[문고판] 장정일 삼국지 3","장정일","김영사","X",4950,392,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"[문고판] 장정일 삼국지 4","장정일","김영사","X",4950,384,1,9,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"[문고판] 장정일 삼국지 5","장정일","김영사","X",4950,412,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"[보급판 문고본] 노란 코끼리","스에요시 아키코","이가서","X",5400,260,4,6,72,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[사랑의 침묵] 사랑수업","로시오 까르모나","알에이치코리아(RHK)","X",10800,320,4,8,0,"X",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[살인해도 될까요?] 줄리언 웰즈의 죄","토머스 H. 쿡","알에이치코리아(RHK)","X",12420,328,10,8,156,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[예스리커버] 이반 데니소비치 수용소의 하루","알렉산드르 이자에비치 솔제니친","민음사","X",9000,284,6,7,22305,"X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[예약판매] 교토탐정 홈즈 6","모치즈키 마이","소미미디어","X",9000,350,0,0,120,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"[예약판매] 동트기 힘든 긴 밤","쯔진천","한스미디어","X",13320,468,7,8,120,"X",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[예약판매] 무너지는 뇌를 끌어안고","치넨 미키토","소미미디어","X",13320,340,0,0,120,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"[예약판매] 바르도의 링컨","조지 손더스","문학동네","X",14220,500,0,0,600,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"[예약판매] 방아쇠수지증후군","권행백, 강성남, 일곱째별","사회평론아카데미","X",15000,NA,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"‘니콜라이 고골’ 베스트 단편집 : The Best Short Stories of Nikolai Gogol (영문판)","니콜라이 고골","BOOKK(부크크)","X",13600,255,0,0,0,"X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"‘메아리’와의 만남","양귀자","지성사","X",9000,56,0,0,138,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"007 죽느냐 사느냐","이언 플레밍","뿔(웅진문학에디션)","X",12600,332,3,8,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"01142","공윤환","도서출판한강","X",6650,174,0,0,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"02 영이","김사과","창비","X",11700,264,8,6,624,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"0시 5분 전","윤진상","신아출판사","X",12420,224,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"0의 살인","아비코 다케마루","한스미디어","X",10800,256,10,7,234,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1:12","양정은","바른북스","X",7200,116,0,0,48,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1004번의 파르티타","이은희","문학동네","X",10800,228,2,8,108,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"100년전 우리가 먹은 음식","백석, 이효석, 채만식","가갸날","X",12160,224,1,10,894,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"100배로 갚아주겠어 1","골드 아공간","영상노트","X",7200,302,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 2","골드 아공간","영상노트","X",7200,295,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 3","골드 아공간","영상노트","X",7200,288,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 4","골드 아공간","영상노트","X",7200,311,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 5","골드 아공간","영상노트","X",7200,295,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 6","골드 아공간","영상노트","X",7200,286,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 7","골드 아공간","영상노트","X",7200,296,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100배로 갚아주겠어 8","골드 아공간","영상노트","X",7200,288,0,0,24,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"100세 노인 + 까막눈이 여자 세트","요나스 요나손","열린책들","X",25740,1056,470,8,0,"X",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"100일 동안의 행복 1","파우스토 브리치","민음사","X",10800,316,0,0,96,"X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"100일 동안의 행복 2","파우스토 브리치","민음사","X",10800,360,0,0,48,"X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"1030","리 차일드","오픈하우스","X",13320,488,20,8,204,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"10년 동안의 죽음","곽기성","북랩","X",13320,442,0,0,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"10번째 기념일","제임스 패터슨","랜덤하우스코리아","X",11700,436,1,10,12,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"10분의 기적","키아라 감베랄레","문학테라피","X",12420,264,3,8,96,"X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"10월의 아이","필립 베송","문학동네","X",9900,234,9,8,0,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"11:59PM 밤의 시간","김이은","답","X",11700,272,11,8,114,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"11분","파울로 코엘료","문학동네","X",10800,352,168,7,2190,"X",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"12.21 종말의 날","더스틴 토머슨","알에이치코리아(RHK)","X",12600,467,6,6,12,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"120% COOOL","야마다 에이미","민음사","X",8550,227,5,8,48,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"12번째 카드","제프리 디버","랜덤하우스코리아","X",12150,564,15,8,246,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"12송이 백합과 13일간의 살인","안드레아스 프란츠","예문","X",12420,512,45,8,156,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"12월 10일","조지 손더스","랜덤하우스코리아","X",11700,321,8,8,300,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"12인 12색","신재형 등","한스미디어","X",10800,359,5,7,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"13개의 성물 ","마이클 스콧 공","블루엘리펀트","X",13500,504,0,0,0,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"13인당 이야기","오노레 드 발자크","문학동네","X",15120,604,0,0,516,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"13일의 김남우","김동식","요다","X",11700,428,6,8,11028,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1598년 11월 19일 : 노량, 지지 않는 별","장한성","행복에너지","X",14250,319,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15소년 표류기","쥘 베른","지식의숲","X",6750,212,0,0,354,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"15소년 표류기 2","쥘 베른","열림원","X",10800,307,2,9,162,"X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"16세 아빠 샘의 고백","닉 혼비","문학사상","X",12150,360,0,0,42,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"16세기 러시아 문학","막심 그렉 등","지만지","X",12000,364,1,10,12,"X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"16세기 러시아 문학 천줄읽기","막심 그렉 등","지만지","X",22000,364,0,0,0,"X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1850 대한제국 1","이윤규","어울림출판사","X",7200,320,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1850 대한제국 2","이윤규","어울림출판사","X",7200,317,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1850 대한제국 7","이윤규","어울림출판사","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1850 대한제국 8","이윤규","어울림출판사","X",7200,295,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1859-1999","김상혁 등","문학나무","X",10800,198,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1874 대혁명 1","다물","어울림출판사","X",7200,304,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 10","다물","어울림출판사","X",7200,287,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 11","다물","어울림출판사","X",7200,286,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 17","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1874 대혁명 18","다물","어울림출판사","X",7200,287,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1874 대혁명 19","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 2","다물","어울림출판사","X",7200,320,0,0,48,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 20","다물","어울림출판사","X",7200,287,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 21","다물","어울림출판사","X",7200,287,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 22","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 23","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1874 대혁명 3","다물","어울림출판사","X",7200,296,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 4","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 5","다물","어울림출판사","X",7200,285,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 6","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 7","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 8","다물","어울림출판사","X",7200,287,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1874 대혁명 9","다물","어울림출판사","X",7200,288,0,0,36,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1904 대한민국 4","박대성","자음과모음","X",7650,255,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1930년대 중국여성소설 명작선 1","빙신, 루인, 천잉 공","어문학사","X",14400,332,0,0,72,"X",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1943년, 베를린, 러브스토리","에리카 피셔","열대림","X",11520,368,10,6,0,"X",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"1944, 테러리스트, 첼로","이숙경","테오리아","X",3600,92,0,0,249,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1945년 여름","김석범","보고사","X",12350,369,0,0,54,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1961","하태환 원","새봄출판사","X",10800,247,1,8,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1970년의 죽음, 판문점 외","이호철","새미","X",12350,556,0,0,0,"X",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"1973년의 핀볼","무라카미 하루키","문학사상","X",12150,240,12,8,1536,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1980 (1) 큰글씨책","노재열","산지니","X",22500,212,0,0,54,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1980 (2) 큰글씨책","노재열","산지니","X",22500,144,0,0,54,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984 ","조지 오웰","북스데이","X",7020,360,0,0,114,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984 (1)","조지 오웰","자화상","X",4500,248,4,8,0,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984 (2)","조지 오웰","자화상","X",4500,236,0,0,0,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1984 세트","조지 오웰","생각뿔","X",10440,542,9,8,42,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1994년 어느 늦은 밤","유현산","네오픽션","X",11700,384,7,8,78,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1995","이경희, 채현선, 김형주","강","X",12600,248,0,0,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19번째 아내 1","데이비드 에버쇼프","리베르","X",10620,424,3,6,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"19번째 아내 2","데이비드 에버쇼프","리베르","X",10620,403,2,6,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"19세기 미국 단편 걸작선","황재광","계명대학교출판부","X",17000,257,0,0,0,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19호실로 가다","도리스 레싱","문예출판사","X",12420,348,46,8,19053,"X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1F/B1 일층, 지하 일층","김중혁","문학동네","X",10800,304,20,8,732,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 1","무라카미 하루키","문학동네","X",13320,656,358,8,15474,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 1~3권 세트","무라카미 하루키","문학동네","X",40860,1997,732,8,0,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 2","무라카미 하루키","문학동네","X",13320,597,127,8,15756,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 3","무라카미 하루키","문학동네","X",14220,744,194,8,17634,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK 세트","무라카미 하루키","문학동네","X",29700,NA,4,7,4824,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK1 상 ","무라카미 하루키","문학동네","X",4950,288,2,9,420,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK1 하","무라카미 하루키","문학동네","X",4950,288,3,8,390,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK2 상","무라카미 하루키","문학동네","X",4950,280,3,8,366,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK2 하","무라카미 하루키","문학동네","X",4950,248,2,9,546,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK3 상","무라카미 하루키","문학동네","X",4950,320,3,8,444,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1Q84 BOOK3 하","무라카미 하루키","문학동네","X",4950,320,2,8,564,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1인 레이드 1","박성균","로크미디어","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 2","박성균","로크미디어","X",7200,304,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 3","박성균","로크미디어","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 4","박성균","로크미디어","X",7200,295,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 5","박성균","로크미디어","X",7200,295,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 6","박성균","로크미디어","X",7200,295,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 7","박성균","로크미디어","X",7200,304,0,0,0,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1인 레이드 8","박성균","로크미디어","X",7200,295,0,0,12,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1파운드의 슬픔","이시다 이라","예문아카이브(예문사)","X",10800,272,27,8,60,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2004' 올해의 추리소설 슈퍼모델","한국추리작가협회 편","화남","X",8550,289,1,8,60,"X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2006 중국어문학 연감","중국학@센터","학고방","X",20000,225,0,0,0,"X",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2010 제1회 젊은 작가상 수상 작품집","김중혁, 편혜영, 이장욱, 배명훈, 김미월","문학동네","X",9900,325,56,8,768,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2011 제2회 젊은 작가상 수상 작품집","김애란, 김이환, 김사과, 김유진, 이장욱","문학동네","X",9900,342,52,8,702,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2012 제3회 젊은 작가상 수상작품집","김이설, 김미월, 정소현, 김성중, 황정은","문학동네","X",9900,314,11,8,618,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2013 아시아 대표 문제 소설","편집부 편","창조문학사","X",13500,436,0,0,0,"X",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"2013 재외동포 문학의 창","편집부","문학바탕","X",11700,296,0,0,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2013 제4회 젊은작가상 수상작품집","이장욱, 김미월, 박솔뫼, 황정은, 정용준","문학동네","X",10800,322,5,8,480,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2013 즐거운 사라","마광수","책읽는귀족","X",9900,200,19,8,1344,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2014 상주문학 제26집","한국문인협회상주지부 편","청어","X",9000,272,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2014 올해의 문제소설","한국현대소설학회 편","푸른사상","X",13410,384,0,0,36,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2014 젊은소설","강태식 등","문학나무","X",12600,296,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2014 제5회 젊은작가상 수상작품집","조해진, 황정은, 윤이형, 기준영, 손보미","문학동네","젊은작가상 수상작품집",10800,352,14,8,810,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2014 한국을 빛낸 문인","명작선 선정위원회","천우","X",30000,751,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2015 안양문학 제26집","편집부 편","안양문인협회안양지부","X",10800,300,0,0,0,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2015 올해의 문제소설","한국현대소설학회 편","푸른사상","X",13500,416,0,0,24,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2015 젊은 소설","힘센소설가 7인 외","문학나무","X",10800,272,0,0,12,"X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
